,actual,predicted
1152,no_trend,no_trend
1153,down_trend,down_trend
1154,no_trend,no_trend
1155,no_trend,down_trend
1156,no_trend,up_trend
1157,no_trend,no_trend
1158,no_trend,up_trend
1159,no_trend,no_trend
1160,no_trend,up_trend
1161,no_trend,down_trend
1162,no_trend,up_trend
1163,no_trend,no_trend
1164,no_trend,no_trend
1165,no_trend,up_trend
1166,no_trend,no_trend
1167,down_trend,no_trend
1168,no_trend,no_trend
1169,no_trend,up_trend
1170,no_trend,up_trend
1171,up_trend,down_trend
1172,no_trend,no_trend
1173,no_trend,up_trend
1174,down_trend,no_trend
1175,no_trend,down_trend
1176,no_trend,no_trend
1177,no_trend,no_trend
1178,down_trend,no_trend
1179,no_trend,up_trend
1180,up_trend,no_trend
1181,no_trend,no_trend
1182,no_trend,down_trend
1183,no_trend,no_trend
1184,no_trend,up_trend
1185,up_trend,down_trend
1186,no_trend,no_trend
1187,no_trend,no_trend
1188,up_trend,up_trend
1189,no_trend,no_trend
1190,no_trend,up_trend
1191,no_trend,up_trend
1192,no_trend,no_trend
1193,no_trend,no_trend
1194,up_trend,down_trend
1195,down_trend,down_trend
1196,down_trend,up_trend
1197,up_trend,up_trend
1198,no_trend,no_trend
1199,no_trend,up_trend
1200,no_trend,no_trend
1201,no_trend,down_trend
1202,up_trend,up_trend
1203,no_trend,no_trend
1204,no_trend,up_trend
1205,no_trend,down_trend
1206,no_trend,down_trend
1207,up_trend,no_trend
1208,no_trend,up_trend
1209,down_trend,no_trend
1210,no_trend,down_trend
1211,no_trend,no_trend
1212,down_trend,no_trend
1213,up_trend,down_trend
1214,no_trend,no_trend
1215,no_trend,no_trend
1216,no_trend,down_trend
1217,no_trend,up_trend
1218,no_trend,no_trend
1219,no_trend,no_trend
1220,no_trend,no_trend
1221,down_trend,down_trend
1222,no_trend,no_trend
1223,no_trend,no_trend
1224,down_trend,no_trend
1225,no_trend,no_trend
1226,no_trend,up_trend
1227,no_trend,up_trend
1228,up_trend,down_trend
1229,no_trend,up_trend
